original_id	curie	drug_name	curie_label	ingredients_list	ingredient_ids	combination_therapy	alternate_ids	approved_japan	marketing_status_europe	approved_eu	marketing_status_usa	approved_usa	is_steroid	is_antimicrobial	is_chemotherapy	is_glucose_regulator	name	category	id	normalization_success										
PUBCHEM.COMPOUND:5284632	PUBCHEM.COMPOUND:5284632	TROSPIUM 	Trospium			FALSE	"['PUBCHEM.COMPOUND:5284632', 'CAS:47608-32-2', 'INCHIKEY:OYYDSUSKLWTMMQ-AIZNXBIQSA-N']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	Trospium	biolink:Drug	PUBCHEM.COMPOUND:5284632	TRUE										
RXCUI:1145800	RXCUI:1145800	EMTRICITABINE; RILPIVIRINE; TENOFOVIR DISOPROXIL	emtricitabine / rilpivirine / tenofovir disoproxil Oral Tablet	"['EMTRICITABINE', 'RILPIVIRINE', 'TENOFOVIR DISOPROXIL']; ['EMTRICITABINE', 'RILPIVIRINE HYDROCHLORIDE', 'TENOFOVIR DISOPROXIL FUMARATE']"	"['CHEBI:31536', 'CHEBI:68602', 'CHEBI:63717']"	TRUE	"['RXCUI:1145800', 'UMLS:C3191260', 'RXCUI:1145803', 'UMLS:C3191262', 'RXCUI:1145805', 'UMLS:C3191263', 'RXCUI:1147336', 'UMLS:C3192366', 'RXCUI:1167416', 'UMLS:C3221609', 'RXCUI:1167417', 'UMLS:C3221610', 'RXCUI:2647691', 'UMLS:C5836465', 'RXCUI:2655774', 'UMLS:C5839637']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	emtricitabine / rilpivirine / tenofovir disoproxil Oral Tablet	biolink:Drug	RXCUI:1145800	TRUE										
RXCUI:1161285	RXCUI:1161285	EFAVIRENZ; LAMIVUDINE; TENOFOVIR DISOPROXIL	efavirenz / lamivudine / tenofovir disoproxil Pill	"['EFAVIRENZ', 'LAMIVUDINE', 'TENOFOVIR DISOPROXIL FUMARATE']"	"['CHEBI:119486', 'CHEBI:63577', 'CHEBI:63717']"	TRUE	"['RXCUI:1161285', 'UMLS:C3215631', 'RXCUI:2660547', 'UMLS:C5844354']"	FALSE		FALSE	RX	TRUE	FALSE	TRUE	FALSE	FALSE	efavirenz / lamivudine / tenofovir disoproxil Pill	biolink:Drug	RXCUI:1161285	TRUE										
RXCUI:1162778	RXCUI:1162778	HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL	hydrochlorothiazide / olmesartan Pill	"['HYDROCHLOROTHIAZIDE', 'OLMESARTAN MEDOXOMIL']"	"['CHEBI:5778', 'CHEBI:31932']"	TRUE	"['RXCUI:1162778', 'UMLS:C3217100', 'RXCUI:2660994', 'UMLS:C5844801']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	hydrochlorothiazide / olmesartan Pill	biolink:Drug	RXCUI:1162778	TRUE										
RXCUI:218205	RXCUI:218205	ACETAMINOPHEN; CLEMASTINE; PSEUDOEPHEDRINE	Mapap	"['ACETAMINOPHEN', 'CLEMASTINE FUMARATE', 'PSEUDOEPHEDRINE HYDROCHLORIDE']"	"['CHEBI:46195', 'CHEBI:3738', 'CHEBI:8604']"	TRUE	"['RXCUI:218205', 'UMLS:C0721555', 'RXCUI:364168', 'UMLS:C1238116', 'RXCUI:366322', 'UMLS:C1240290', 'RXCUI:369085', 'UMLS:C1243090', 'RXCUI:369642', 'UMLS:C1243654', 'RXCUI:569986', 'UMLS:C1604194', 'RXCUI:570008', 'UMLS:C1604216', 'RXCUI:570028', 'UMLS:C1604236', 'RXCUI:570054', 'UMLS:C1604262', 'RXCUI:570104', 'UMLS:C1604312', 'RXCUI:570445', 'UMLS:C1604652', 'RXCUI:615914', 'UMLS:C1704092', 'RXCUI:615915', 'UMLS:C1703200', 'RXCUI:1180390', 'UMLS:C3234244', 'RXCUI:1180391', 'UMLS:C3234245', 'RXCUI:1180394', 'UMLS:C3234248', 'RXCUI:1296986', 'UMLS:C3467576']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	Mapap	biolink:Drug	RXCUI:218205	TRUE										
RXCUI:243611	RXCUI:243611	MANNITOL; SORBITOL	mannitol / sorbitol Irrigation Solution	"['MANNITOL', 'SORBITOL']"	"['CHEBI:16899', 'CHEBI:17924']"	TRUE	"['RXCUI:243611', 'UMLS:C0783261']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	mannitol / sorbitol Irrigation Solution	biolink:Drug	RXCUI:243611	TRUE										
RXCUI:370748	RXCUI:370748	ACETAMINOPHEN; CODEINE	acetaminophen / codeine Oral Capsule	"['ACETAMINOPHEN', 'CODEINE PHOSPHATE']"	"['CHEBI:46195', 'CHEBI:16714']"	TRUE	"['RXCUI:370748', 'UMLS:C1244775', 'RXCUI:2645558', 'UMLS:C4719854', 'RXCUI:2655492', 'UMLS:C5839357']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	acetaminophen / codeine Oral Capsule	biolink:Drug	RXCUI:370748	TRUE										
UNII:4118932Z90	UNII:4118932Z90	TRELAGLIPTIN SUCCINATE	TRELAGLIPTIN SUCCINATE			FALSE	"['UNII:4118932Z90', 'PUBCHEM.COMPOUND:44183569', 'CHEMBL.COMPOUND:CHEMBL2105754', 'CAS:1029877-94-8', 'INCHIKEY:OGCNTTUPLQTBJI-XFULWGLBSA-N']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	TRUE	TRELAGLIPTIN SUCCINATE	biolink:Drug	UNII:4118932Z90	TRUE										
RXCUI:1154705	RXCUI:1154705	BISOPROLOL; HYDROCHLOROTHIAZIDE	bisoprolol / hydrochlorothiazide Pill	"['BISOPROLOL FUMARATE', 'HYDROCHLOROTHIAZIDE']"	"['CHEBI:3127', 'CHEBI:5778']"	TRUE	"['RXCUI:1154705', 'UMLS:C3209170', 'RXCUI:2662823', 'UMLS:C5846627']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	bisoprolol / hydrochlorothiazide Pill	biolink:Drug	RXCUI:1154705	TRUE										
RXCUI:1484755	RXCUI:1484755	PROCAINE; TETRACYCLINE; NOREPINEPHRINE; PROCAINE; PROPOXYCAINE; LEVONORDEFRIN; PROCAINE; PROPOXYCAINE	novobiocin / penicillin G Prefilled Syringe	"['PROCAINE HYDROCHLORIDE', 'TETRACYCLINE HYDROCHLORIDE']; ['NOREPINEPHRINE BITARTRATE', 'PROCAINE HYDROCHLORIDE', 'PROPOXYCAINE HYDROCHLORIDE']; ['LEVONORDEFRIN', 'PROCAINE HYDROCHLORIDE', 'PROPOXYCAINE HYDROCHLORIDE']"	"['CHEBI:8430', 'UNII:P6R62377KV']; ['PUBCHEM.COMPOUND:11957447', 'CHEBI:8430', 'UNII:K490D39G46']; ['CHEBI:10304', 'CHEBI:8430', 'UNII:K490D39G46']"	TRUE	"['RXCUI:1484755', 'UMLS:C3696708', 'RXCUI:1484757', 'UMLS:C3696644', 'RXCUI:1484869', 'UMLS:C3696387', 'RXCUI:1484870', 'UMLS:C3696457', 'RXCUI:1484871', 'UMLS:C3696527', 'RXCUI:1484872', 'UMLS:C3696586', 'RXCUI:1484873', 'UMLS:C3695554', 'RXCUI:2647863', 'UMLS:C5836609', 'RXCUI:2655617', 'UMLS:C5839482']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	TRUE	FALSE	FALSE	novobiocin / penicillin G Prefilled Syringe	biolink:Drug	RXCUI:1484755	TRUE										
RXCUI:23742	RXCUI:23742	HYDROCHLOROTHIAZIDE; TRIAMTERENE	Dyazide	"['HYDROCHLOROTHIAZIDE', 'TRIAMTERENE']"	"['CHEBI:5778', 'CHEBI:9671']"	TRUE	"['RXCUI:23742', 'UMLS:C0058829', 'RXCUI:366289', 'UMLS:C1240257', 'RXCUI:370640', 'UMLS:C1244661', 'RXCUI:568851', 'UMLS:C1603059', 'RXCUI:1169664', 'UMLS:C3223800', 'RXCUI:1169665', 'UMLS:C3223801']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	Dyazide	biolink:Drug	RXCUI:23742	TRUE										
RXCUI:577093	RXCUI:577093	METFORMIN; PIOGLITAZONE	metformin / pioglitazone Oral Tablet	"['PIOGLITAZONE', 'METFORMIN']; ['METFORMIN HYDROCHLORIDE', 'PIOGLITAZONE HYDROCHLORIDE']"	"['CHEBI:8228', 'CHEBI:6801']; ['CHEBI:6801', 'CHEBI:8228']"	TRUE	"['RXCUI:577093', 'UMLS:C1616698', 'RXCUI:602411', 'UMLS:C1629454', 'RXCUI:731442', 'UMLS:C1965604', 'RXCUI:861784', 'UMLS:C2720092', 'RXCUI:861823', 'UMLS:C2720100', 'RXCUI:1169920', 'UMLS:C3224056', 'RXCUI:1169923', 'UMLS:C3224059', 'RXCUI:2647189', 'UMLS:C4720195', 'RXCUI:2655947', 'UMLS:C5839808']"	FALSE	Authorised	TRUE	RX	TRUE	FALSE	FALSE	FALSE	TRUE	metformin / pioglitazone Oral Tablet	biolink:Drug	RXCUI:577093	TRUE										
RXCUI:87795	RXCUI:87795	COAGULATION FACTOR IX (HUMAN)	Mononine Injectable Product			FALSE	"['RXCUI:87795', 'RXCUI:1182231', 'UMLS:C3236066', 'RXCUI:1666304', 'UMLS:C4051360', 'RXCUI:1666305', 'UMLS:C4051361', 'RXCUI:2658607', 'UMLS:C5842458']"	FALSE		FALSE		TRUE	FALSE	FALSE	FALSE	FALSE	Mononine Injectable Product	biolink:Drug	RXCUI:87795	TRUE										
UNII:D0L9J6I13I	UNII:D0L9J6I13I	SECRETIN SYNTHETIC PORCINE	CHEMBL3245432			FALSE	"['UNII:D0L9J6I13I', 'PUBCHEM.COMPOUND:16158472', 'CHEMBL.COMPOUND:CHEMBL1201616', 'CHEMBL.COMPOUND:CHEMBL3245432', 'MESH:C064168', 'CAS:30632-15-6', 'DrugCentral:5198', 'GTOPDB:1153', 'INCHIKEY:JWQZOTGHUDZFMU-WIDFLDSMSA-N']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	CHEMBL3245432	biolink:Drug	UNII:D0L9J6I13I	TRUE										
UNII:EXT215F4ZU	UNII:EXT215F4ZU	DEGARELIX ACETATE	DEGARELIX ACETATE			FALSE	"['UNII:EXT215F4ZU', 'CHEMBL.COMPOUND:CHEMBL2028987', 'INCHIKEY:AUTFSFUMNFDPLH-KYMMNHPFSA-N']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	DEGARELIX ACETATE	biolink:Drug	UNII:EXT215F4ZU	TRUE										
UNII:I894QAU7FJ	UNII:I894QAU7FJ	BENZHYDROCODONE HYDROCHLORIDE	Benzhydrocodone Hydrochloride			FALSE	"['UNII:I894QAU7FJ', 'PUBCHEM.COMPOUND:72736244', 'CAS:1379679-42-1', 'INCHIKEY:VVCUIDHKAHHSAN-RFIUKBLMSA-N']"	FALSE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	Benzhydrocodone Hydrochloride	biolink:Drug	UNII:I894QAU7FJ	TRUE										
PUBCHEM.COMPOUND:44563	PUBCHEM.COMPOUND:44563	LODOXAMIDE TROMETHAMINE	LODOXAMIDE TROMETHAMINE			FALSE	"['PUBCHEM.COMPOUND:44563', 'CHEMBL.COMPOUND:CHEMBL1201175', 'INCHIKEY:KUGJPYZIWCRREB-UHFFFAOYSA-N']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	LODOXAMIDE TROMETHAMINE	biolink:Drug	PUBCHEM.COMPOUND:44563	TRUE										
RXCUI:1094081	RXCUI:1094081	ARGININE; LYSINE	arginine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / threonine / tryptophan / valine Injectable Solution	"['ARGININE', 'LYSINE']"	"['CHEBI:16467', 'CHEBI:25094']"	TRUE	"['RXCUI:1094081', 'UMLS:C2980865', 'RXCUI:1094084', 'RXCUI:1094085', 'UMLS:C2980869', 'RXCUI:1094086', 'UMLS:C2980870', 'RXCUI:1154320', 'UMLS:C3208792', 'RXCUI:1172833', 'UMLS:C3226881']"	FALSE	Authorised	TRUE		FALSE	FALSE	FALSE	FALSE	FALSE	arginine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / threonine / tryptophan / valine Injectable Solution	biolink:Drug	RXCUI:1094081	TRUE										
RXCUI:1547442	RXCUI:1547442	AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE	calcium acetate / magnesium acetate / potassium acetate / potassium chloride / sodium acetate / sodium gluconate Injectable Product	"['AMINO ACIDS', 'MAGNESIUM ACETATE', 'PHOSPHORIC ACID', 'POTASSIUM ACETATE', 'POTASSIUM CHLORIDE', 'SODIUM ACETATE']"	"['CHEBI:22918', 'CHEBI:62964', 'CHEBI:26078', 'CHEBI:32029', 'CHEBI:32588', 'CHEBI:32954']"	TRUE	"['RXCUI:1547442', 'UMLS:C3855116', 'RXCUI:1547443', 'UMLS:C3855117', 'RXCUI:1547446', 'UMLS:C0722194', 'RXCUI:1547447', 'UMLS:C3855119', 'RXCUI:1547448', 'UMLS:C3855120', 'RXCUI:1547449', 'UMLS:C3855121']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	calcium acetate / magnesium acetate / potassium acetate / potassium chloride / sodium acetate / sodium gluconate Injectable Product	biolink:Drug	RXCUI:1547442	TRUE										
RXCUI:1661498	RXCUI:1661498	LEVONORDEFRIN; MEPIVACAINE	levonordefrin / mepivacaine Cartridge	"['LEVONORDEFRIN', 'MEPIVACAINE HYDROCHLORIDE']"	"['CHEBI:10304', 'CHEBI:6759']"	TRUE	"['RXCUI:1661498', 'UMLS:C4047190', 'RXCUI:2649128', 'UMLS:C5837669']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	levonordefrin / mepivacaine Cartridge	biolink:Drug	RXCUI:1661498	TRUE										
UNII:C8YTS56FNG	UNII:C8YTS56FNG	ELOBIXIBAT HYDRATE	Elobixibat Hydrate			FALSE	"['UNII:C8YTS56FNG', 'PUBCHEM.COMPOUND:121494007', 'CAS:1633824-78-8', 'INCHIKEY:VARDBGNECHECBX-MDYNBEAQSA-N']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	Elobixibat Hydrate	biolink:Drug	UNII:C8YTS56FNG	TRUE										
PUBCHEM.COMPOUND:349962	PUBCHEM.COMPOUND:349962	ACENEURAMIC ACID	Aceneuramic acid			FALSE	"['PUBCHEM.COMPOUND:349962', 'HMDB:HMDB0259583', 'INCHIKEY:KBGAYAKRZNYFFG-UHFFFAOYSA-N']"	TRUE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	Aceneuramic acid	biolink:Drug	PUBCHEM.COMPOUND:349962	TRUE										
RXCUI:2375135	RXCUI:2375135	DARATUMUMAB AND HYALURONIDASE-FIHJ	daratumumab / hyaluronidase Injection			FALSE	"['RXCUI:2375135', 'UMLS:C5384563', 'RXCUI:2375137', 'UMLS:C5383401', 'RXCUI:2375138', 'UMLS:C5384416', 'RXCUI:2375139', 'UMLS:C5384442', 'RXCUI:2375140', 'UMLS:C5384465', 'RXCUI:2649490', 'UMLS:C5837967', 'RXCUI:2655021', 'UMLS:C5838886']"	FALSE		FALSE		TRUE	FALSE	FALSE	FALSE	FALSE	daratumumab / hyaluronidase Injection	biolink:Drug	RXCUI:2375135	TRUE										
RXCUI:2659526	RXCUI:2659526	PHENAZOPYRIDINE; SULFISOXAZOLE	phenazopyridine hydrochloride / sulfiSOXAZOLE Pill	"['PHENAZOPYRIDINE HYDROCHLORIDE', 'SULFISOXAZOLE']"	"['UNII:0EWG668W17', 'CHEBI:102484']"	TRUE	"['RXCUI:2659526', 'UMLS:C5843335']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	phenazopyridine hydrochloride / sulfiSOXAZOLE Pill	biolink:Drug	RXCUI:2659526	TRUE										
RXCUI:365679	RXCUI:365679	INSULIN ISOPHANE HUMAN	"insulin isophane / insulin, regular, human Injectable Suspension [Humulin]"			FALSE	"['RXCUI:365679', 'UMLS:C1239637', 'RXCUI:573330', 'UMLS:C1607522', 'RXCUI:1171997', 'UMLS:C3226064', 'RXCUI:1372744', 'UMLS:C3538423', 'RXCUI:1654855', 'UMLS:C4027139', 'RXCUI:2655718', 'UMLS:C5839581', 'RXCUI:2656698', 'UMLS:C5840557']"	FALSE		FALSE		TRUE	FALSE	FALSE	FALSE	TRUE	"insulin isophane / insulin, regular, human Injectable Suspension [Humulin]"	biolink:Drug	RXCUI:365679	TRUE										
RXCUI:891148	RXCUI:891148	CHLORAMPHENICOL; POLYMYXIN B	miconazole / polymyxin B / prednisolone Otic Suspension	"['CHLORAMPHENICOL', 'POLYMYXIN B SULFATE']"	"['CHEBI:3605', 'CHEBI:8310']"	TRUE	"['RXCUI:891148', 'UMLS:C2729555', 'RXCUI:891149', 'UMLS:C2729556', 'RXCUI:891150', 'UMLS:C2729557', 'RXCUI:891151', 'UMLS:C2729558', 'RXCUI:891152', 'UMLS:C2729559', 'RXCUI:891153', 'UMLS:C2729560', 'RXCUI:1184898', 'UMLS:C3238688', 'RXCUI:2646780', 'UMLS:C5835717', 'RXCUI:2658709', 'UMLS:C5842560']"	FALSE		FALSE	DISCONTINUED	TRUE	TRUE	TRUE	FALSE	FALSE	miconazole / polymyxin B / prednisolone Otic Suspension	biolink:Drug	RXCUI:891148	TRUE										
UNII:K490D39G46	UNII:K490D39G46	PROPOXYCAINE HYDROCHLORIDE	PROPOXYCAINE HYDROCHLORIDE			FALSE	"['UNII:K490D39G46', 'CHEMBL.COMPOUND:CHEMBL1769', 'INCHIKEY:GITPCGSPKUQZTE-UHFFFAOYSA-N']"	FALSE		FALSE		FALSE	FALSE	FALSE	FALSE	FALSE	PROPOXYCAINE HYDROCHLORIDE	biolink:Drug	UNII:K490D39G46	TRUE										
UNII:XX73205DH5	UNII:XX73205DH5	SUCRALFATE	Sucralfate			FALSE	"['UNII:XX73205DH5', 'DRUGBANK:DB00364', 'DrugCentral:4106', 'INCHIKEY:IPLJAZDIICJQEL-JTJNLBSYSA-A', 'UMLS:C0038633', 'RXCUI:10156', 'CHEMBL.COMPOUND:CHEMBL2367706', 'INCHIKEY:JTZPPHUZZDKEOC-RBQAPOGLSA-A', 'RXCUI:208094', 'UMLS:C0709557', 'RXCUI:208097', 'UMLS:C0709561', 'RXCUI:247123', 'UMLS:C0788085', 'RXCUI:313123', 'UMLS:C0980385', 'RXCUI:314234', 'UMLS:C0981742', 'RXCUI:316737', 'UMLS:C0990394', 'RXCUI:317509', 'UMLS:C0992993', 'RXCUI:335631', 'UMLS:C1132658', 'RXCUI:373966', 'UMLS:C1248038', 'RXCUI:373967', 'UMLS:C1248039', 'RXCUI:1161767', 'UMLS:C3216100', 'RXCUI:1161768', 'UMLS:C3216101', 'RXCUI:1161769', 'UMLS:C3216102', 'RXCUI:1487144', 'UMLS:C3701218', 'RXCUI:1487215', 'UMLS:C3701277', 'RXCUI:1487216', 'UMLS:C3701276', 'RXCUI:1487217', 'UMLS:C3701258', 'RXCUI:1487218', 'UMLS:C3700911', 'RXCUI:2648896', 'UMLS:C5837476', 'RXCUI:2659931', 'UMLS:C5843740', 'RXCUI:2661547', 'UMLS:C5845353', 'RXCUI:2662199', 'UMLS:C5846003', 'UMLS:C3700999', 'RXCUI:1487143']"	FALSE		FALSE	RX	TRUE	FALSE	FALSE	FALSE	FALSE	Sucralfate	biolink:Drug	UNII:XX73205DH5	TRUE										
RXCUI:1161548	RXCUI:1161548	HYDRALAZINE; HYDROCHLOROTHIAZIDE; RESERPINE; HYDRALAZINE; RESERPINE; HYDROCHLOROTHIAZIDE; RESERPINE; HYDROFLUMETHIAZIDE; RESERPINE; QUINETHAZONE; RESERPINE; RESERPINE; TRICHLORMETHIAZIDE; POLYTHIAZIDE; RESERPINE	hydralazine / hydrochlorothiazide / reserpine Pill	"['HYDRALAZINE HYDROCHLORIDE', 'HYDROCHLOROTHIAZIDE', 'RESERPINE']; ['HYDRALAZINE HYDROCHLORIDE', 'RESERPINE']; ['HYDROCHLOROTHIAZIDE', 'RESERPINE']; ['HYDROFLUMETHIAZIDE', 'RESERPINE']; ['QUINETHAZONE', 'RESERPINE']; ['RESERPINE', 'TRICHLORMETHIAZIDE']; ['POLYTHIAZIDE', 'RESERPINE']"	"['CHEBI:5775', 'CHEBI:5778', 'CHEBI:28487']; ['CHEBI:5775', 'CHEBI:28487']; ['CHEBI:5778', 'CHEBI:28487']; ['CHEBI:5784', 'CHEBI:28487']; ['CHEBI:8717', 'CHEBI:28487']; ['CHEBI:28487', 'CHEBI:9683']; ['CHEBI:8327', 'CHEBI:28487']"	TRUE	"['RXCUI:1161548', 'UMLS:C3215886', 'RXCUI:2660868', 'UMLS:C5844675']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	hydralazine / hydrochlorothiazide / reserpine Pill	biolink:Drug	RXCUI:1161548	TRUE										
RXCUI:1423408	RXCUI:1423408	CYANOCOBALAMIN; TANNIC ACID; ZINC ACETATE	camphor / phenol / tannic acid / zinc oxide Topical Product	"['CYANOCOBALAMIN', 'TANNIC ACID', 'ZINC ACETATE']"	"['CHEBI:17439', 'CHEBI:26848', 'CHEBI:62984']"	TRUE	"['RXCUI:1423408', 'UMLS:C3644105', 'RXCUI:1423409', 'UMLS:C1620684', 'RXCUI:1423410', 'UMLS:C3643374', 'RXCUI:1423411', 'UMLS:C3643616', 'RXCUI:1423412', 'UMLS:C3643735', 'RXCUI:1423413', 'UMLS:C3643842', 'RXCUI:1423414', 'UMLS:C3643939', 'RXCUI:1423415', 'UMLS:C3643674']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	FALSE	FALSE	FALSE	camphor / phenol / tannic acid / zinc oxide Topical Product	biolink:Drug	RXCUI:1423408	TRUE										
RXCUI:1987140	RXCUI:1987140	HYDROCORTISONE; UREA; CHLORAMPHENICOL; HYDROCORTISONE; HYDROCORTISONE; TETRACYCLINE; ACETIC ACID; GLACIAL; HYDROCORTISONE	Cortizone	"['HYDROCORTISONE', 'UREA']; ['CHLORAMPHENICOL', 'HYDROCORTISONE ACETATE']; ['HYDROCORTISONE', 'TETRACYCLINE HYDROCHLORIDE']; ['ACETIC ACID, GLACIAL', 'HYDROCORTISONE']"	"['CHEBI:5781', 'CHEBI:16199']; ['CHEBI:3605', 'CHEBI:5781']; ['CHEBI:5781', 'UNII:P6R62377KV']; ['CHEBI:15366', 'CHEBI:15366', 'CHEBI:5781']"	TRUE	"['RXCUI:1987140', 'UMLS:C4530218', 'RXCUI:1987142', 'UMLS:C4530220', 'RXCUI:1987143', 'UMLS:C4530221', 'RXCUI:1987146', 'UMLS:C4530223', 'RXCUI:1987151', 'UMLS:C4530224', 'RXCUI:1987152', 'UMLS:C4530225', 'RXCUI:1987155', 'UMLS:C4530226', 'RXCUI:1987157', 'UMLS:C4530227', 'RXCUI:1987159', 'UMLS:C4530228']"	FALSE		FALSE	DISCONTINUED; RX	TRUE	TRUE	FALSE	FALSE	FALSE	Cortizone	biolink:Drug	RXCUI:1987140	TRUE										
RXCUI:202609	RXCUI:202609	ERYTHROMYCIN ESTOLATE; SULFISOXAZOLE ACETYL	Ery-Tab	"['ERYTHROMYCIN ESTOLATE', 'SULFISOXAZOLE ACETYL']"	"['CHEBI:4846', 'CHEBI:102484']"	TRUE	"['RXCUI:202609', 'UMLS:C0699341', 'RXCUI:369801', 'UMLS:C1243816', 'RXCUI:566951', 'UMLS:C1599375', 'RXCUI:566954', 'UMLS:C1599378', 'RXCUI:566956', 'UMLS:C1599380', 'RXCUI:1168950', 'UMLS:C3223107', 'RXCUI:1168951', 'UMLS:C3223108']"	FALSE		FALSE	DISCONTINUED	TRUE	FALSE	TRUE	FALSE	FALSE	Ery-Tab	biolink:Drug	RXCUI:202609	TRUE										
RXCUI:2566414	RXCUI:2566414	PNEUMOCOCCAL 13- VALENT CONJUGATE VACCINE ADSORBED (MUTATED DIPHTHERIA CRM197 CONJUGATE); PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE ADSORBED (MUTATED DIPHTHERIA CRM197 CONJUGATE); PNEUMOCOCCAL 13-VALENT CONJUGATE VACCINE (DIPHTHERIA CRM197 PROTEIN)	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Injectable Product			FALSE	"['RXCUI:2566414', 'UMLS:C5550787', 'RXCUI:2566415', 'UMLS:C5550756', 'RXCUI:2566418', 'UMLS:C5550572', 'RXCUI:2566419', 'UMLS:C5550626', 'RXCUI:2566420', 'UMLS:C5550674', 'RXCUI:2566421', 'UMLS:C5550653']"	TRUE		FALSE		TRUE	FALSE	FALSE	FALSE	FALSE	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 22F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 33F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine Injectable Product	biolink:Drug	RXCUI:2566414	TRUE										
